max,min,mean,sd,rms,sk,fc
6.1921,-6.3279,0.0235819551627218,0.226606054471625,0.4766153198134966,3.103237954927337,ib1000
5.5846,-6.3279,-0.0078160717455621,0.1455603275579619,0.3816037454421715,-4.380329168942649,ib1000
6.1921,-6.3279,-0.0017191404783037,0.1648043568014555,0.4059646687156897,-0.991233827722388,ib1000
5.179,-6.3279,0.0058429405621301,0.1229241051650667,0.3506540248157425,-1.5457813595732155,ib1000
6.1921,-6.3279,-0.0119813423767258,0.1756101244285114,0.4192298617628041,-3.732973751616477,ib1000
5.9371,-6.3279,0.0075543163510848,0.2058769344899219,0.4537995176126283,-2.0621616037737938,ib1000
6.1921,-4.6727,0.0044683985700197,0.1373604644987556,0.3706486625964489,2.974010042643476,ib1000
6.1496,-5.696,0.0017049745759368,0.1431660792662915,0.3783767780990214,0.1510765623739561,ib1000
6.1921,-6.3279,-0.0072877177021696,0.1626551861303844,0.4033711652556377,-0.5013257118010864,ib1000
6.1921,-2.4213,0.0133656475,0.1160163952129151,0.3408739294020729,5.381304117342904,ib1000
3.62,-6.3279,-0.0099904425197238,0.1581505699394139,0.3978069618309285,-5.403344022008603,ib1000
6.1921,-6.2848,0.0039916405473372,0.1650996827634023,0.4063442087167743,3.091315531214488,ib1000
4.4415,-5.525,7.57462179487174e-05,0.1664465801302936,0.4079786585935386,-2.749481774793587,ib1000
5.231,-6.3279,-0.0061953992406311,0.163258709045052,0.4041003489441735,-2.741651615292517,ib1000
6.1921,-2.9846,0.0174386975197238,0.1303804607305843,0.3615032073187854,5.059628834600937,ib1000
5.4654,-6.3279,-0.0081182233579881,0.1317678579494307,0.3630891949644342,-2.743193984343729,ib1000
6.1921,-6.3279,-0.0040560209861932,0.2162960836253127,0.4650941140581691,-1.668759937156205,ib1000
6.1921,-2.4025,0.0202443598126232,0.1270324458880387,0.3569905881003891,8.195191004540348,ib1000
6.1921,-6.3279,0.0190608105719921,0.230186923667309,0.4801564725867708,5.021708881730631,ib1000
6.1921,-6.3279,0.0127573158925049,0.1745982604322873,0.4180442674419403,1.1803721009206782,ib1000
6.1921,-5.2798,0.0008110581360946,0.1628075777164826,0.4034950254114451,3.1479094231209923,ib1000
4.3865,-6.3279,0.0105855847978303,0.1648058493614446,0.4061008544277599,-0.1238076540937638,ib1000
6.1921,-6.3279,-0.0161161959072978,0.2167221679531014,0.4658131596720125,-1.2640659781176469,ib1000
3.4996,-5.7854,-0.0072184669428007,0.1241847984508552,0.35247255881254,-2.6668407310674502,ib1000
