max,min,mean,sd,rms,sk,fc
0.5759870769230769,-0.5148627692307692,0.0325316745793269,0.0204989806713767,0.1468240120767442,0.0376922369110608,B007
0.5513704615384615,-0.444768,0.0314954224759615,0.020967859386794,0.1481884645434096,-0.0255817612883152,B007
0.5296744615384615,-0.5004683076923077,0.0326550306490384,0.0213233477651809,0.1496318775925456,0.0120119947834511,B007
0.5876695384615385,-0.4800239999999999,0.0341312289663461,0.0223177290042464,0.1532405618463976,-0.0319399175468741,B007
0.5484498461538461,-0.4987993846153846,0.03524408203125,0.020970663385663,0.1490396212551833,0.023828831266432,B007
0.5553341538461538,-0.5661821538461538,0.0313136989182692,0.0216107484961528,0.150304012707901,-0.086492905813334,B007
0.4831532307692308,-0.5169489230769231,0.0332352421875,0.0223212721498432,0.153055066799845,-0.1565405201617253,B007
0.5930935384615384,-0.512568,0.0319012445913461,0.0211069074635748,0.1487433926937656,-0.0814935914576283,B007
0.4919150769230769,-0.4504006153846153,0.0284993266225961,0.0210752244121745,0.1479440300590596,-0.0854275792294763,B007
0.7364123076923076,-0.4485230769230769,0.034781012920673,0.0215697568800272,0.1509287107869648,0.106606896171764,B007
0.6796689230769231,-0.5033889230769231,0.0308563341346153,0.0210662591945,0.1483858906726885,0.0144126964705577,B007
0.6846756923076923,-0.4188996923076923,0.032639751201923,0.0206108754899957,0.1472284919725772,0.0041409762304984,B007
0.6383630769230769,-0.4191083076923076,0.0316246865985576,0.0214353977018697,0.1497849074650938,0.0395396679408141,B007
0.5156972307692308,-0.4852393846153846,0.0337758290264423,0.0214214383331299,0.1502073398990656,0.0113482810855335,B007
0.5426086153846154,-0.4768947692307692,0.0317680078125,0.022939840985369,0.1547547973593842,0.0087856819388959,B007
0.5513704615384615,-0.5486584615384615,0.032564270733173,0.0220569804745298,0.1520441126874476,0.0252974291369585,B007
0.5494929230769231,-0.533220923076923,0.0291992271634615,0.0218637419622104,0.150719397653898,-0.0967303270237563,B007
0.4620830769230769,-0.4973390769230769,0.0327022950721153,0.0215815779927907,0.1505025517915706,-0.1365495258345193,B007
0.51528,-0.4245323076923077,0.0281592061298076,0.0215537462527381,0.149488083614043,-0.0051182987779662,B007
0.5284227692307693,-0.4731396923076922,0.0355617926682692,0.0212542751384919,0.1500630408737372,-0.0788787463765498,B007
0.5384363076923077,-0.5052664615384616,0.0259885060096153,0.022135878553211,0.1510340392025018,-0.097892305807167,B007
0.5373932307692307,-0.4850307692307692,0.029563591045673,0.0214539832956308,0.1494255306537227,-0.096485276221512,B007
0.6387803076923076,-0.512568,0.034487036358173,0.0200203029005774,0.1456353616995112,-0.0530635308573625,B007
0.5463636923076923,-0.5069353846153847,0.0309603362379807,0.0226884727563534,0.1537758601872293,-0.0847605737108862,B007
0.5361415384615384,-0.4537384615384615,0.0282938689903846,0.0212581436365804,0.1485216706714058,0.0453010215422224,B007
0.568476923076923,-0.4879513846153846,0.0314084314903846,0.0213252705999913,0.1493712159978538,-0.0210134831473153,B007
0.5171575384615384,-0.4351716923076923,0.0347141908052884,0.0207099376918122,0.1480372005108115,0.0097960302317055,B007
0.5553341538461538,-0.4389267692307692,0.0327593383413461,0.0214060613899242,0.1499307694854096,0.0146694410026692,B007
0.5286313846153846,-0.4714707692307692,0.0295893623798076,0.0205333323109542,0.1463176772539729,-0.0525227573972871,B007
0.5227901538461539,-0.5799507692307692,0.0266146577524038,0.0217819635562684,0.1499676750621481,-0.0025384734758088,B007
0.5490756923076923,-0.4641692307692307,0.0371323161057692,0.0217930952164529,0.1522232049190652,-0.0270863825815843,B007
0.5513704615384615,-0.46104,0.0332444098557692,0.0212334422808571,0.1494611423331011,-0.0318617363962108,B007
0.4833618461538461,-0.5238332307692307,0.0338480498798076,0.0214141290890326,0.1501992662089219,-0.1329997028979073,B007
0.5127766153846154,-0.454572923076923,0.0351543407451923,0.0217376076206004,0.1515699023349606,-0.018797659912678,B007
0.5265452307692308,-0.4985907692307692,0.0286914402043269,0.022005761666914,0.1510925557660354,-0.024649416908774,B007
0.497964923076923,-0.4214030769230769,0.0355214549278846,0.0221300684944582,0.1529439186586116,0.0062958828286007,B007
0.5411483076923076,-0.4687587692307692,0.02844421875,0.0212634003261991,0.1485680783563449,-0.0263007221701904,B007
0.4581193846153846,-0.4201513846153846,0.0294165009014423,0.0210339076875296,0.1479839120067251,0.0001425732302858,B007
0.5647218461538461,-0.4806498461538461,0.0365570958533653,0.0206341874441215,0.1482248585809874,-0.014503948511504,B007
0.4695932307692307,-0.5058923076923076,0.0343357698317307,0.0212987038397425,0.1499254779204658,-0.081856095930083,B007
0.4526953846153845,-0.427452923076923,0.0273549978966346,0.021001988451748,0.1474797761107362,-0.1237332114238028,B007
